track_id,title,artist,genre,danceability,energy,valence,acousticness,instrumentalness,tempo,popularity
2KOt2JrCB720UxIbyzweQo,Barbara Ann,The Beach Boys,psych-rock,0.581,0.669,0.926,0.19,0.0,78.073,63
75kMrDKPJJpgEQaXVh7QMB,Pray to God (feat. HAIM),Calvin Harris;HAIM,progressive-house,0.606,0.949,0.436,0.015,2.76e-05,120.031,63
6oEAcSY98NPIgD9UumQwIg,Peaches (feat. Anne-Marie),Diljit Dosanjh;Anne-Marie;Intense,pop-film,0.633,0.567,0.353,0.386,0.0,85.297,63
5ptaFgbEZmXi2ONGq2LwOK,Gimme Gimme - Club Mix,Lee Cabrera;Kevin McKay;Bleech,disco,0.715,0.912,0.52,0.00429,0.00106,126.01,63
3T4UodGkfZObJ43RtA5KFU,Connection,OneRepublic,piano,0.611,0.602,0.624,0.000837,0.0,168.154,63
0CVfovmUv7BnemOyTtOcbL,Sanam Re,Mithoon;Arijit Singh,pop-film,0.581,0.71,0.755,0.395,0.0,111.969,63
6g0HHWLJwfe2PlbgHi8pBj,Be Intehaan,Atif Aslam;Sunidhi Chauhan;Pritam,pop-film,0.56,0.696,0.39,0.535,0.0,128.849,63
50OsF8Rbv8VQS0WAP0uB3i,Bullet With a Name,Nonpoint,industrial,0.577,0.884,0.686,0.00024,0.000262,91.026,63
6eFahAdQgABBj1XOM99cBG,I Like It Like That (feat. New Boyz),Hot Chelle Rae;New Boyz,punk-rock,0.742,0.784,0.65,0.0308,0.0,101.002,63
7xcTzEFNkkfO5a60T93tdk,midnight sun (ramzoid x hal walker),ZOID LAND,sad,0.908,0.591,0.565,0.0464,0.966,113.083,63
2pXmohBUnD5Li93sgpbPSg,もう少しだけ,YOASOBI,j-pop,0.675,0.746,0.533,0.12,0.0,99.99,63
43eBgYRTmu5BJnCJDBU5Hb,Rio - 2009 Remaster,Duran Duran,synth-pop,0.544,0.873,0.676,0.0415,1.82e-05,140.902,63
53nBKGLDctuCMcKmYK2aL8,Slo Mo,Jbrisko;Traap,sad,0.892,0.661,0.525,0.0367,0.0,95.495,63
12yj178KaJo8PrddT0StaL,What's Up,Gaullin;Lucky Luke,electronic,0.739,0.845,0.839,0.00155,0.0107,121.997,63
5gwLIRjGFf3hXuHoKEsWLg,No Goodbye,Paul Kalkbrenner,techno,0.945,0.584,0.626,0.0955,0.341,124.996,63
3phw912iJRhtMfsdJ1k3Sr,"Darasal (From ""Raabta"")",Atif Aslam;Jam8,pop-film,0.705,0.422,0.482,0.793,0.0,117.948,63
1BbsV7AEuhmKRqhloDVtvt,Shou Ga Nai,Raimu,chill,0.725,0.308,0.122,0.813,0.748,124.004,63
5Gy67YHzPZTk9Q0D73LAGH,"Khamoshiyan (From ""Khamoshiyan"")",Jeet Gannguli;Arijit Singh,pop-film,0.524,0.52,0.259,0.643,0.0,143.885,63
12KMoAMzaeBFh91O5sxP2o,The Lone Ranger,NWYR;W&W,progressive-house,0.599,0.954,0.358,0.0559,0.504,129.957,63
55Ww4Pa1iIQMhh0MLMetjo,まちがいさがし,Masaki Suda,j-rock,0.534,0.642,0.443,0.523,0.0,155.921,63
507UUx311ghfFTMSuHUeyS,Desire (with Dimension),Sub Focus;Dimension,drum-and-bass,0.537,0.906,0.504,0.133,0.0187,173.898,63
4QQEzkxcONBthDLfzqIh9S,Cars,Gary Numan,synth-pop,0.545,0.578,0.819,0.0114,6.57e-05,128.038,63
3WG3wFBe9NgkWB1mNGE6fJ,Untraveled Road,Thousand Foot Krutch,metal,0.593,0.85,0.467,0.000315,1.52e-06,125.027,63
1oofwLaSk4kDIWAYT5ZGK7,Welcome Home,Radical Face,folk,0.598,0.488,0.396,0.741,0.779,144.977,63
6siDDghVE7fxel5o7fE4OF,Sweater Weather,Gaullin;Julian Perretta,electronic,0.57,0.873,0.236,0.00853,0.0,125.086,63
5B4gUqNKYgU38ULSWP5Bzj,Sete,BLOND:ISH;Francis Mercier;Amadou & Mariam,deep-house,0.736,0.827,0.814,0.0199,0.00828,125.008,63
0zvN9oq95bIEQjvfcdeZlX,Red Swan,Yoshiki;HYDE,j-pop,0.275,0.782,0.154,0.0521,2.25e-06,131.744,63
7uubRr0u9Zxc1Y84hEn7Xf,Moh Moh Ke Dhaage (Female),Anu Malik;Monali Thakur;Varun Grover,pop-film,0.585,0.399,0.349,0.849,3.47e-06,128.03,63
6CMF35Wo3xRxGTLDMjvxlY,Need You There,M-22,groove,0.651,0.76,0.137,0.0273,0.000538,122.969,63
2W0otyOuO6PixES66V4SgR,You've Got The Love,Y.V.E. 48,french,0.755,0.44,0.151,0.202,0.129,107.036,63
4t22MCG1GHjKlXRCIlJlDd,Paris Ka Trip,Yo Yo Honey Singh;Millind Gaba;Asli GOLD,hip-hop,0.814,0.723,0.768,0.178,0.0,74.981,63
4obMuJXFa9APNiFtlQHFBh,Tokyo,Dwin;Kush Kush,electronic,0.73,0.91,0.3,0.109,0.144,128.053,63
7h6lpVuSGPW6RNjDXKpYDh,The Sound,The 1975,alt-rock,0.648,0.936,0.566,0.085,6.93e-06,120.708,63
2LhhnqrHPWvXYveZVHLKrd,Life's a Bitch (feat. AZ & Olu Dara),Nas;AZ;Olu Dara,hardcore,0.775,0.734,0.342,0.00138,0.0,90.001,63
738ezpBPFkPV6zZmJLicaN,One summer's day,Otaku;LoFi Waiter,anime,0.701,0.415,0.326,0.442,0.886,74.989,63
1EC0JRoSi9YL5zExd3Euc3,No Puedo Vivir Sin Ti,Los Ronaldos,spanish,0.593,0.804,0.596,0.412,0.0,128.425,63
6KhT7CK6FL0BnI3nVPqv4F,Over 85,Hojean,chill,0.644,0.522,0.477,0.0824,0.0,99.999,63
6VbmeIWTbNHM5uqoW7GTE4,Sheila Ki Jawani,Sunidhi Chauhan;Vishal Dadlani,pop-film,0.803,0.859,0.631,0.305,6.18e-05,101.007,63
4OoYfejHABzYe2mG8p5s8b,Higher (feat. iann dior),Clean Bandit;iann dior,funk,0.716,0.736,0.542,0.336,1.4e-05,104.018,63
26dXOkhzMxLLNaUXt77HQc,always,keshi,chill,0.629,0.495,0.548,0.539,0.000231,89.773,63
4YEU9N2XAE0DfUwxWI5ijA,Todo se transforma,Jorge Drexler,afrobeat,0.761,0.488,0.682,0.199,0.00236,100.024,63
17uI7afUaul1hCzMTF9txd,Ik Mulaqaat,Meet Bros.;Palak Muchhal;Altamash Faridi,pop-film,0.634,0.648,0.667,0.361,0.0,95.989,63
0qY5r0ghjNwFos5BObMTbn,Bailamos,Lucenzo,french,0.682,0.781,0.568,0.299,4.66e-05,193.877,63
5j3iBuHq6vv7VcBo4Y2QrK,Cirice,Ghost,hard-rock,0.555,0.798,0.284,0.00254,1.5e-05,89.987,63
3XKjZcgNYtvCmBpE1nX7Wn,"I am not a woman, I'm a god",Halsey,indie-pop,0.517,0.7,0.518,0.00375,0.0385,179.986,63
3l7JaDIJmWMpvcJqhTJjrk,Hosanna,A.R. Rahman;Vijay Prakash;Suzanne D'Mello;Blaaze,pop-film,0.582,0.812,0.7,0.166,0.00162,86.051,63
6Ozx2ngGtXrqznTKhKBlrT,Deva Shree Ganesha,Ajay-Atul;Ajay Gogavale,pop-film,0.34,0.96,0.475,0.238,4.32e-06,150.04,63
4VWbPQUPvLes814r6T11Jz,Les Champs-Elysées,Joe Dassin,french,0.783,0.454,0.711,0.456,0.0,111.577,63
2UKgx2oba7CltHLACr3xdT,At Doom's Gate,Mick Gordon,electronic,0.577,0.647,0.236,0.00165,0.806,160.987,63
6qJrmD6CXKWkWcsYwu9AV3,Aathma Raama,Brodha V,hip-hop,0.78,0.758,0.711,0.115,0.0,92.016,63
3yOmf3oK10XIVRc99bwSyO,Batmóvil - Remix,Hens;Pole.;Funzo & Baby Loud,spanish,0.655,0.839,0.387,0.0843,0.0,108.047,63
2erjvSbTPKGalbZZhPgcCL,Dawood,Sidhu Moose Wala,hip-hop,0.664,0.834,0.47,0.0326,0.0,86.025,63
1gAaRSN57UYVRI4eWRyAvP,Pushing Me Away,Linkin Park,metal,0.484,0.913,0.279,0.000391,0.0,103.103,63
4AiFSXnVm0Bqecjdn3Brr8,ghost boy,Lil Peep,emo,0.662,0.586,0.0724,0.0325,0.00418,107.993,63
1t25hKpVYInuzw2opW97yJ,Lethal,Rav Aulakh,hip-hop,0.781,0.768,0.816,0.744,5.92e-06,143.156,63
71Udwiv5GsZghU6XQ5LXQj,Jaat Da Muqabala,Sidhu Moose Wala,hip-hop,0.716,0.934,0.749,0.0561,7.33e-06,99.983,63
4cNbz1UdBCrnGOg0NNP1iF,Lae Dooba,Sunidhi Chauhan,pop-film,0.569,0.297,0.466,0.879,0.0,89.96,63
03YUNUpazIbzwqJq2YSBvB,Kilometre,Burna Boy,dancehall,0.852,0.666,0.648,0.0158,2.59e-05,103.007,63
4nSwWiwtieiNmRAjy9fEXN,Kannala Kannala - The Melting Point of Love,Hiphop Tamizha;Kaushik Krish;Padmalatha,hip-hop,0.593,0.776,0.634,0.216,2.94e-05,81.992,63
7zscdQe9CjzXnqT3P1Ey7K,If You Want Blood (You've Got It),AC/DC,hard-rock,0.487,0.932,0.54,0.0311,0.149,141.243,63
5uaIbU3oHHcSOK6WFNK5nj,Apna Time Aayega,Ranveer Singh;Dub Sharma;DIVINE,hip-hop,0.766,0.618,0.513,0.0187,0.000115,95.054,63
4B6ko7lt1sUtyFzBDF4yfK,Pajaros de Barro,Manolo Garcia,spanish,0.719,0.597,0.651,0.485,0.0,144.99,63
68av1mZz0VsIYXJWATZWUW,Zemër,Soolking;Dhurata Dora,french,0.782,0.864,0.941,0.299,0.0,156.989,63
6yjKlmm7vOszkXEUku1EM1,New York State of Mind,Billy Joel,piano,0.506,0.373,0.194,0.499,4.05e-05,121.289,63
36QUkXZd5QuCItDvIPSbH0,Symbios,Ever So Blue,piano,0.482,0.234,0.593,0.995,0.943,95.657,63
5voGwQrvBz8ZlhU05NZvw4,Daryaa,Ammy Virk;Shahid Mallya,pop,0.567,0.526,0.231,0.153,2.34e-06,91.999,63
0qGZkkxnyfGrUBLflKwBQG,Meine Tränen,Rammstein,industrial,0.569,0.752,0.189,0.0186,0.000168,114.967,63
7xuswKr3R30Cm46LbkOsno,Moon,BTS,k-pop,0.704,0.646,0.64,0.0104,0.0,141.87,63
0ZpHuEhi1CvOJgrqOSy8mv,So Good,Weston Estate,chill,0.795,0.584,0.785,0.172,2.99e-05,127.05,63
6LptEwO1ObZvVQXlU0BPIJ,Move Me,Lavern,french,0.706,0.644,0.188,0.802,0.0264,120.032,63
4OuiDQdjh3I7aswGHyT0rC,Sudores fríos,Natos y Waor;Recycled J,spanish,0.887,0.65,0.389,0.0167,0.00962,115.988,63
6b6uLZsoGhObYexIxnRbIb,Hangar 18 - Remastered,Megadeth,hard-rock,0.248,0.988,0.149,5.87e-05,0.84,115.301,63
1d46ed3h4U9ws3YsvUOMon,Without Me,Dayseeker,metalcore,0.421,0.819,0.162,0.0145,0.0,92.72,63
49fsYdg1kdM5FDwyuUAtSx,Japanese Stutter,Prompto,sad,0.807,0.396,0.639,0.00122,0.0,174.861,63
5AEs83CYoPApEjYEJGbTuJ,Party Till We Die (feat. Andrew W.K.),MAKJ;Timmy Trumpet;Andrew W.K.,progressive-house,0.64,0.94,0.243,0.00528,0.000484,127.995,63
6mvhi5xZsGJeWyf1uyiW0r,Lo siento (feat. Sofía Reyes),Beret;Sofía Reyes,spanish,0.46,0.463,0.17,0.645,0.0,79.719,63
1S69G657rrHOIfPkKNihwH,Good for Me (feat. Anna Straker),Jay Pryor;Coldabank;Anna Straker,groove,0.725,0.615,0.411,0.02,0.00821,124.987,63
4iCLo3ZjF6V1RW4Wz18KMz,Aufgang der Sonne,Ploxxio,piano,0.374,0.0405,0.226,0.981,0.924,129.413,63
3uRAxz8ic40d9IuNe8fnsb,Mirror,Jako Diaz;Margret,french,0.659,0.674,0.0642,0.638,0.674,120.015,63
4beibTdsFNXHq7bosci34R,Pogiren,Mugen Rao;Prashan Sean,hip-hop,0.455,0.774,0.215,0.843,0.0,142.032,63
52UDFFwUueOBfJ2vB5BqRr,Hate Everything,GSoul,chill,0.474,0.229,0.289,0.858,0.0,118.827,63
7fttjqzmvgvpRQoOzyYng3,Po Indru Neeyaga,Anirudh Ravichander;Dhanush,hip-hop,0.489,0.595,0.459,0.262,0.0,144.859,63
0BCUve4b3KySD9Sk8CMZ2i,Older,Conor Matthews,chill,0.548,0.654,0.317,0.113,0.0,85.023,63
61gu4XQFyAfIUneEyW4EJu,Brown Shortie (feat. Sonam Bajwa),Sidhu Moose Wala;Sonam Bajwa,hip-hop,0.794,0.862,0.852,0.246,0.0,90.049,63
3mVpbUvLXvzPH2zL0p7Q2U,Burberry,Sidhu Moose Wala,hip-hop,0.681,0.738,0.624,0.225,0.0,151.026,63
4d3tiblcaqGdji7XvPGHiq,Malwa Block,Sidhu Moose Wala,hip-hop,0.494,0.786,0.594,0.165,0.0,81.175,63
0OyfmSpjOUz6k0swecwQEw,Dione,Teide,piano,0.447,0.0136,0.14,0.985,0.931,67.659,63
6V3EqKAHRMDKUYYPtD0lVQ,Afterthought,Niall Byrne,piano,0.345,0.0195,0.461,0.99,0.87,122.677,63
4RbRZYPR7Dwg8WRNn4UA8m,Racks and Rounds (feat. Sikander Kahlon),Sidhu Moose Wala;Sikander Kahlon,hip-hop,0.657,0.836,0.837,0.376,0.0,88.014,63
18oO0TSyS9lIW9sioZyCNN,Aankhein,Vilen,hip-hop,0.416,0.363,0.469,0.512,1.3e-05,140.061,63
5tIr2cGQsj0oeqLk2tAU0L,Built Different,Sidhu Moose Wala,hip-hop,0.739,0.706,0.784,0.141,0.0,94.965,63
5VToMJACRoeT0YZNs5CYyp,Drop Dead Cynical,Amaranthe,goth,0.286,0.914,0.485,4.94e-05,0.000255,140.042,63
3bWAqKDWg6u1davspr5IkS,OK,Robin Schulz;James Blunt,german,0.653,0.81,0.583,0.118,0.0,121.951,63
58PSYdY0GFg0LFb2PxYk4T,Mannish Boy,Muddy Waters,blues,0.598,0.735,0.615,0.44,0.000215,111.129,63
3ehuQZkvZVeSgbshFFZKW2,Day N Night,Afrojack;Black V Neck;Muni Long,progressive-house,0.709,0.871,0.667,0.134,0.0,125.94,63
2VEt42QSQxILgEf9B50xxm,不是因為天氣晴朗才愛你,理想混蛋,mandopop,0.507,0.271,0.399,0.753,1.23e-06,135.783,63
1GuLgNKd4lrI1vugkxMCAX,Iskaba,Wande Coal;DJ Tunez,dancehall,0.799,0.393,0.94,0.127,0.00917,125.041,63
0ds5MDAFjVNd5E2HDKLjAb,Nowhere To Go,Bad Omens,metalcore,0.417,0.958,0.458,0.000738,0.0,174.089,63
2dGE7HMvZEjuNxzz4IDLyL,Jagele,Burna Boy,dancehall,0.726,0.617,0.629,0.0475,0.0796,189.953,63
395gJWcJQK0C3GJfHAn7f6,Sajdaa,Shankar-Ehsaan-Loy;Rahat Fateh Ali Khan;Shankar Mahadevan;Richa Sharma,pop-film,0.469,0.737,0.572,0.725,0.00272,79.545,63
36cmM3MBMWWCFIiQ90U4J8,Bounce (feat. Kelis) - Radio Edit,Calvin Harris;Kelis,progressive-house,0.779,0.963,0.759,0.0334,0.493,127.941,63
4Znd47cztY1DEmoWWVcP74,Sinner,King,hip-hop,0.731,0.694,0.656,0.721,0.0,62.995,63
44SSviC4R1TkAdsyptjDpE,Anybody,Burna Boy,dancehall,0.863,0.882,0.643,0.0134,5.6e-05,103.988,63
2MC5MLUdhrVUWGHUFHvaLF,Wollt ihr das Bett in Flammen sehen,Rammstein,industrial,0.673,0.766,0.641,2.37e-05,0.673,129.928,63
3nuFetWG4SIUiQ5a7ZIpqi,Sunflower Feelings,Kuzu Mellow,sad,0.824,0.448,0.565,0.754,3.4e-05,129.989,63
4LLvxxkWtt818FNO3cbsdo,Sauda Khara Khara,Diljit Dosanjh;Sukhbir;Dhvani Bhanushali;Dj Chetas;Lijo George,pop-film,0.687,0.919,0.877,0.0939,4.38e-06,145.037,63
3TDUktzfYXMWjkWqwoT5F1,Lights,BTS,k-pop,0.608,0.644,0.431,0.156,0.0,99.005,63
1l0arEkM2grgUYMim5SggS,OK,Rammstein,industrial,0.49,0.901,0.31,0.000343,0.0882,166.049,63
3xiNRrrVROKlHrflHGNTfG,Antes de que cuente diez,Fito y Fitipaldis,spanish,0.521,0.852,0.523,0.0835,0.0,151.012,63
1LvyuaK3gMkd4MLxSEf9MO,Lügen,Rammstein,industrial,0.449,0.687,0.245,0.0379,0.0,129.942,63
7xHG6LdShPMXeL5SllDprP,IICONIC,King,hip-hop,0.549,0.751,0.164,0.637,0.0,138.504,63
1iKqYeWSuNtpiv1L9IGAbB,"Hathyar - From ""Sikander 2""",Sidhu Moose Wala;The Kidd,hip-hop,0.537,0.768,0.508,0.139,0.0,171.997,63
1DQJd9IyanAqaQ04DItMt6,Dream A Little Dream Of Me,Louis Armstrong,jazz,0.462,0.238,0.399,0.515,0.0,93.388,63
6eT2fNwiVD04D3R4uP5qOv,Only A Fool Would Say That,Steely Dan,psych-rock,0.803,0.531,0.965,0.712,0.0,130.05,63
1Xl83AOH0iWEOVFcdQqKBW,Nainowale Ne,Neeti Mohan,pop-film,0.602,0.513,0.6,0.563,0.0,96.96,63
2fMlezwwP5Hr1UwuAknN4o,"Tose Naina (From ""Mickey Virus)",Arijit Singh,pop-film,0.523,0.561,0.31,0.426,0.0,139.885,63
5OotwkHgMpNYfsCwAOs4jP,Private Party,Anirudh Ravichander;Jonita Gandhi,hip-hop,0.861,0.886,0.898,0.182,1.29e-06,124.031,63
50AB24h51HlBrp6PqOg50k,Pussy,Rammstein,industrial,0.573,0.773,0.541,0.00158,0.0957,134.977,62
3ckd4YA4LcD3j50rfIVwUe,Head Like A Hole,Nine Inch Nails,industrial,0.666,0.798,0.442,0.00848,0.00186,115.382,62
6XfxmT5QNCXvpZA6PKfWVL,Sorry Seems To Be The Hardest Word,Elton John,piano,0.371,0.22,0.112,0.828,1.23e-06,118.464,62
2cppGOIz0cuDnKoGzrDsJQ,The Fear,The Score,alt-rock,0.498,0.628,0.218,0.00686,0.0,138.099,62
0Hxty2K8F2DrrCXQyQVpBo,You Spin Me Round (Like A Record),Dope,industrial,0.602,0.876,0.713,0.000122,7.16e-06,128.563,62
3Ye5icBka8ODjcaEQakPvZ,Oblivion,Royal Blood,garage,0.642,0.823,0.826,0.000281,0.00211,112.005,62
6yaskcE6j8qsypsSxMSaeL,Love You More,Ashley Kutcher,singer-songwriter,0.365,0.257,0.412,0.89,0.0,172.171,62
6lAZBhpYBqxuiM95lMEjGp,One Wish,JACK,deep-house,0.739,0.67,0.429,0.333,0.0,123.98,62
0YIn7WsGky3S0ugXcRaBbR,"Amante, Amiga e Namorada - Ao Vivo",Max e Luan,forro,0.644,0.754,0.655,0.712,0.0,154.973,62
20Qqyt4bd1oe4KmkTagb2K,RUN,BTS,k-pop,0.558,0.856,0.53,0.00153,0.0,132.89,62
2F79HavLHwJlfvvJOkkIQD,The Cave,Mumford & Sons,folk,0.592,0.499,0.346,0.0536,4.52e-05,141.937,62
4tXr9v3K7nWW1aebWqR1B7,Anybody Seen My Baby? - Remastered,The Rolling Stones,british,0.605,0.742,0.47,0.00286,0.00105,105.04,62
2vyae4DvSU2gs8OMOGwXF2,Rock or Bust,AC/DC,hard-rock,0.572,0.825,0.56,7.13e-05,0.000134,98.057,62
5P11rW6aJErF37MTfRZS31,"Hallelujah, I Love Her So",Ray Charles,piano,0.696,0.547,0.623,0.792,0.0,73.203,62
0xHdrRs3i00vBbXzx0Hq67,This Is How I Thank The Lord,Mosaic MSC,world-music,0.333,0.254,0.272,0.825,0.0,189.168,62
5E8yddtSG3sH4hw2SfwcgW,"Can You Feel the Love Tonight - From ""The Lion King"" / Soundtrack Version",Joseph Williams;Sally Dworsky;Nathan Lane;Ernie Sabella;Kristle Edwards,disney,0.306,0.132,0.473,0.787,0.0,78.46,62
2VTvUT7mn0fEh39q5yh0KW,A Illa,Huma,sleep,0.0653,0.0636,0.032,0.91,0.803,74.512,62
65YtzNpiPhGVzg6GPzkotn,I Won't Let The Sun Go Down On Me,Nik Kershaw,synth-pop,0.631,0.863,0.747,0.126,2.32e-05,105.587,62
3qebSLgUwaEqbwCM5sj5Kh,Castles Made of Sand,Jimi Hendrix,psych-rock,0.461,0.714,0.454,0.504,0.0171,94.372,62
2Pob0B0xBaszDLVBDWNh0U,Amado Nervo,Sayulita,sleep,0.0985,0.0341,0.0815,0.93,0.851,74.016,62
5nIjOnMbC0QDMrYFLGx0yV,BOOMBAYAH - Japanese Version,BLACKPINK,k-pop,0.748,0.868,0.513,0.0225,4.85e-06,124.952,62
09RhTAi0nuzCs5KS2XWSs5,Faggot,Mindless Self Indulgence,industrial,0.63,0.76,0.561,0.000916,0.000856,152.042,62
07YoPdPfhQ62iNztZvOlDY,Disposable Teens,Marilyn Manson,industrial,0.3,0.956,0.271,5.32e-05,0.0161,134.083,62
2GEnvQgSJhedm2sqZlOP8o,N.O,BTS,k-pop,0.597,0.909,0.564,0.0443,0.0,146.87,62
2gvlPqqngL3BppFCwLXnVc,Future,Red Velvet,k-pop,0.717,0.868,0.552,0.438,0.0,100.005,62
7BVIm4yj3PQ6MwTPwcjka6,Any Major Dude Will Tell You,Steely Dan,psych-rock,0.684,0.416,0.549,0.647,0.0,80.204,62
0KCvsHmGvW2XcsxEWJvLPr,IDOL,BTS,k-pop,0.733,0.855,0.42,0.00481,0.0,126.035,62
6zFCci00787rGrLkWDwog8,Ocean Quiet,Lucas Estrada;NEIMY,deep-house,0.789,0.638,0.427,0.171,0.0337,117.026,62
5JeBHduTGxXxytZFXBcIlB,Turn off the Lights - Cages Remix,Chris Lake;Alexis Roberts;Cages,deep-house,0.653,0.839,0.334,0.00324,0.00294,125.004,62
7hN5TKSdRb56uytwIpcUES,99 Problems,Hugo,folk,0.529,0.557,0.592,0.0357,3.93e-05,162.599,62
37OjMlwuUVWWmVKrV8CiUQ,Stand Up,The Cab,punk-rock,0.498,0.702,0.542,0.0193,3.68e-06,79.3,62
4eP8Syl3aBEQw3Jy5Bhq0D,The Truth Untold,BTS;Steve Aoki,k-pop,0.571,0.422,0.169,0.374,0.0,113.016,62
0Q53fuiKLGjDKD7Mme7EoQ,Danger,BTS,k-pop,0.734,0.848,0.37,0.000913,0.000247,112.021,62
4skbQNtyjy8A7mo8oqe2oD,A Drug From God,Chris Lake;NPC,deep-house,0.714,0.883,0.819,0.00819,0.843,126.016,62
5hYirmwaIUUGTFwmJl1WXM,Creep,GAMPER & DADONI,deep-house,0.654,0.576,0.662,0.0149,0.103,124.993,62
5joNJn9LUvYcamWwa2iYCL,Nonstop,OH MY GIRL,k-pop,0.753,0.91,0.825,0.171,0.0,123.983,62
2bUXfclD8DwJwwUENtSCWu,Your Song - Remastered,Elton John,piano,0.555,0.336,0.303,0.821,2.17e-06,127.792,62
11FcfHd3SOmmrWJPGe7Y30,Don't Let The Sun Go Down On Me,Elton John,piano,0.424,0.446,0.354,0.121,1.89e-06,139.701,62
5yQ9iMZXGcr5rlO4hoLsP4,"What'd I Say, Pt. 1 & 2",Ray Charles,piano,0.54,0.681,0.794,0.808,0.0,88.385,62
2u6fRGcaBhpI4uNBHpGv0b,Hallelujah,Rufus Wainwright,piano,0.367,0.156,0.44,0.88,0.0,73.138,62
2n48BjaFSczfeIG3HaIaPv,Just You and I,Tom Walker,folk,0.567,0.696,0.544,0.456,0.0,92.061,62
3or3oEITvJmMwZRYeWSaen,Dancing with Tears in My Eyes,Ultravox,synth-pop,0.588,0.908,0.926,0.151,0.000248,143.96,62
7bhI6rnvaVw8qgZPn32qE0,Looking Too Closely,Fink,folk,0.477,0.519,0.102,0.328,0.748,175.094,62
2F0V2ZtysDji16KdnRYnno,Street Fight,Adam Jensen,alt-rock,0.716,0.738,0.349,0.0018,0.00676,129.04,62
48O0GrGJWml3DzHhC5sJ7a,Karma Chameleon,Culture Club,synth-pop,0.676,0.577,0.934,0.186,0.0,91.98,62
1QbQL5m30YNvukitIqAnFG,Sunglasses At Night,Corey Hart,synth-pop,0.686,0.609,0.719,0.258,0.00015,127.736,62
3utq2FgD1pkmIoaWfjXWAU,Scenes from an Italian Restaurant,Billy Joel,piano,0.415,0.931,0.339,0.407,0.000501,97.953,62
0I8oQaAdhVgx19qXiVKDuI,Sıfır Tolerans,Hadise,deep-house,0.755,0.834,0.558,0.00509,0.0,127.981,62
2xIC5DmTHaGBL83a9OUXM4,Senin Yüzünden,Buray;Arem Ozguc;Arman Aydin,deep-house,0.724,0.807,0.704,0.047,4.57e-05,94.978,62
1Cssm6TMieYSFz8gQyPzxa,Mein Land,Rammstein,industrial,0.378,0.905,0.356,0.000108,0.12,176.036,62
1KCAEG6JcsTzi8ddZzs0nk,You Want a Battle? (Here's a War),Bullet For My Valentine,metal,0.295,0.98,0.283,3.21e-05,0.0,134.335,62
12Oywn6DYHxxnq1DUFrwRR,Pomalu,Marie Protivová,sleep,0.0656,0.0272,0.0638,0.967,0.956,68.828,62
6bvTzuFABmFnAAmVZ3nlMh,"Reise, Reise",Rammstein,industrial,0.475,0.816,0.248,0.0027,0.366,130.065,62
0U4hNZFJYNFdEAXZcHbkkc,ON,BTS,k-pop,0.577,0.811,0.456,0.111,0.0,105.966,62
0AukI6rH3HqIbVcKX8FjNk,Drop That Low (Tujamo's Secret Weapon 2022),Tujamo,progressive-house,0.608,0.864,0.268,0.0213,0.0303,126.173,62
15wfVCTKuPvBLtYakoBntp,Sundown,Biscits,deep-house,0.774,0.886,0.868,0.0306,0.129,125.012,62
5ufE60D3rxtqP7xLrL4AEL,"Love Is an Open Door - From ""Frozen""/Soundtrack Version",Kristen Bell;Santino Fontana,disney,0.737,0.636,0.537,0.262,0.0,100.033,62
7eeDeUM9E7b0vkDfRz20Zt,Keine Lust,Rammstein,industrial,0.534,0.892,0.28,0.000256,0.0137,137.941,62
5Pj8qBEzA9i0vK6Wdt889w,Before I Lose My Mind,Claptone;Say Yes Dog,deep-house,0.872,0.51,0.958,0.101,0.0202,120.005,62
4c1WgUnHXq2LEncGHKgj1I,Dream Glow (BTS World Original Soundtrack) - Pt. 1,BTS;Charli XCX,k-pop,0.735,0.74,0.541,0.0967,0.0,141.948,62
1VjqXwHU3isibdXLEtXc4q,Life Goes On,BTS,k-pop,0.576,0.698,0.462,0.00848,0.0,81.028,62
5FBECRYCixAndmFeYn95Is,Look Into My Eyes - HUGEL & Hugo Cantarra Remix,Brando;HUGEL;Hugo Cantarra,deep-house,0.386,0.779,0.116,0.00154,0.704,122.982,62
1rCcsYnmqbMYdkG7kS9GC5,Speechless (feat. Erika Sirola),Robin Schulz;Erika Sirola,deep-house,0.574,0.728,0.266,0.0161,1.42e-06,125.047,62
5392GpKmAP3UvIAfHC8LAW,Haifisch,Rammstein,industrial,0.627,0.842,0.309,0.000832,0.898,134.98,62
16XEVyPh5NT31CAAqPbxQF,Aankhein Khuli,Jatin-Lalit;Lata Mangeshkar;Udit Narayan;Anand Bakshi,pop-film,0.792,0.635,0.648,0.349,5.92e-06,122.004,62
4MyPLcBTpqfXZJKcUhMXOg,Set You Free,Lucas & Steve;Laura White,progressive-house,0.554,0.93,0.431,0.0024,0.535,126.015,62
5eKSEgKZA7CL7mA6BDX5I2,Winter Morning,Aysha Mathis,sleep,0.178,0.0126,0.0481,0.943,0.855,68.788,62
7GkHIsnziYgk6j1lx2TK6H,"Very, Slowly",BIBI,k-pop,0.528,0.423,0.249,0.678,0.00148,135.917,62
0ZeKQudydO2uQJpfr6gNC8,Tainted Love,Marilyn Manson,industrial,0.622,0.876,0.537,0.00107,1.83e-06,142.017,62
5br09BQU134gRX5M6HMnmr,Un Reel,Ozuna;TINI,latino,0.715,0.744,0.746,0.233,0.000159,163.005,62
